"availability","brandGroupCode","brandImpl","colors","currency","discountPercentage","displayReference","familyName","id","imageUrl","kind","locale","name","oldPrice","position","price","productColor","reference","section","sectionName","subfamilyName","type"
"in_stock","zara","zara","1","USD","40","8197/272","WIND-JACKET","466263194","https://static.zara.net/assets/public/8dd6/db12/d1e249f1ba2d/640cd8bd9146/05252860400-p/05252860400-p.jpg?ts=1760629114080&w={width}","Wear","en_US","RIPPED TRF DENIM JACKET","9990","133","59.94","Light blue","C08197272406015-I2025","1","WOMAN","T.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","4174/752","WIND-JACKET","480235138","https://static.zara.net/assets/public/8fec/33b7/3cd4471dbd14/3a78081cd2ca/04174752660-p/04174752660-p.jpg?ts=1760607902459&w={width}","Wear","en_US","CONTRASTING PEPLUM BOMBER JACKET","5990","134","41.93","Wine","C04174752660000-I2025","1","WOMAN","C. COAT","Product"
"in_stock","zara","zara","1","USD","30","9795/986","BLAZER","492936338","https://static.zara.net/assets/public/3bce/93f2/b1184a6d9359/5105df4e3856/09795986800-p/09795986800-p.jpg?ts=1764689524324&w={width}","Wear","en_US","VELVET BOMBER JACKET","6990","135","48.93","Black","C09795986800000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","4387/385","BLAZER","477255625","https://static.zara.net/assets/public/8b7e/bb91/9b0044fe96e2/24ec6595354d/04387385700-p/04387385700-p.jpg?ts=1761904199967&w={width}","Wear","en_US","FAUX LEATHER LONG BELTED JACKET","8990","136","62.93","Brown","C04387385700015-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","40","8727/270","WIND-JACKET","452943941","https://static.zara.net/assets/public/9b44/4e6e/b75a4b1ead5c/117fa26411bf/08727270407-p/08727270407-p.jpg?ts=1758100833959&w={width}","Wear","en_US","TOPSTITCHING POCKET JACKET","9990","137","59.94","Blue","C08727270407001-I2025","1","WOMAN","T.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","0340/243","WIND-JACKET","472183595","https://static.zara.net/assets/public/416f/fe3b/cd0d4543a26f/41138f0c4750/00340243407-p/00340243407-p.jpg?ts=1757008753183&w={width}","Wear","en_US","ZW COLLECTION DENIM BOLERO JACKET","9990","138","59.94","Blue","C00340243407015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","30","4387/380","BLAZER","463255866","https://static.zara.net/assets/public/4c83/2ce5/ef214e3d86a9/09fe1a90ea4f/04387380081-p/04387380081-p.jpg?ts=1757605348742&w={width}","Wear","en_US","MARLED SAFARI JACKET","5990","139","41.93","Sand / Marl","C04387380081000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","2","USD","30","1608/436","BLAZER","482400316","https://static.zara.net/assets/public/b36b/186a/09a7423a8a32/002de602000d/01608436505-p/01608436505-p.jpg?ts=1760093765933&w={width}","Wear","en_US","HIGH COLLAR BOMBER JACKET","6990","140","48.93","Khaki","C01608436505015-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","2","USD","30","1608/436","BLAZER","482400316","https://static.zara.net/assets/public/623d/2317/bf9744faadcf/b8c6753f8f10/01608436800-p/01608436800-p.jpg?ts=1759405598419&w={width}","Wear","en_US","HIGH COLLAR BOMBER JACKET","6990","141","48.93","Black","C01608436800000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","8801/129","BLAZER","477572218","https://static.zara.net/assets/public/9da7/6517/c8b94638a515/bd4c13120ecc/08801129400-p/08801129400-p.jpg?ts=1755847875283&w={width}","Wear","en_US","SHORT ZIPPER JACKET","8990","142","62.93","Blue","C08801129400000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","40","8292/491","BLAZER","461354559","https://static.zara.net/assets/public/2fe9/6af3/f99846f08332/13b27e8490e7/08292491305-p/08292491305-p.jpg?ts=1753804829886&w={width}","Wear","en_US","OVERSIZED LINEN JACKET ZW COLLECTION","14900","143","89.40","Mustard","C08292491305001-I2025","1","WOMAN","W.BLAZER","Product"
"in_stock","zara","zara","1","USD","40","0155/247","WIND-JACKET","457862966","https://static.zara.net/assets/public/daba/463e/154947b2bcd6/a659fcd6823f/00155247800-1-p/00155247800-1-p.jpg?ts=1758723799706&w={width}","Wear","en_US","ZW COLLECTION OVERSIZED NYLON JACKET","9990","144","59.94","Black","C00155247800001-I2025","1","WOMAN","W.LONG-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","40","3305/240","WIND-JACKET","457833530","https://static.zara.net/assets/public/ce38/2434/9b784f1baa9b/64c03f4e43ac/03305240737-p/03305240737-p.jpg?ts=1756739811175&w={width}","Wear","en_US","ZW COLLECTION FLUID BOMBER JACKET","11900","145","71.40","Brown / Taupe","C03305240737000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","58","3046/284","WIND-JACKET","461096092","https://static.zara.net/assets/public/08f0/d5da/e521481dad73/8fff1cd2ee17/03046284704-p/03046284704-p.jpg?ts=1756469991799&w={width}","Wear","en_US","FAUX SUEDE BIKER JACKET","9990","146","41.95","taupe brown","C03046284704015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","4968/222","WIND-JACKET","457289991","https://static.zara.net/assets/public/36e2/7e8f/62eb4855afb7/b51091bc0ecb/04968222700-p/04968222700-p.jpg?ts=1754583679083&w={width}","Wear","en_US","ORGANZA HOODIE JACKET","5990","147","41.93","Brown","C04968222700000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","1165/520","BLAZER","464914434","https://static.zara.net/assets/public/5b1d/c211/d5ba4a5d9f58/2a3b39689068/01165520700-p/01165520700-p.jpg?ts=1758034197926&w={width}","Wear","en_US","SATIN ZIP-UP JACKET","7990","148","55.93","Brown","C01165520700000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","2","USD","30","8372/229","WIND-JACKET","452724969","https://static.zara.net/assets/public/33ae/5dae/959a4fdf8629/c26c63a47313/08372229712-020-p/08372229712-020-p.jpg?ts=1753378325928&w={width}","Wear","en_US","EMBROIDERED FAUX SUEDE BOMBER JACKET","8990","149","62.93","Ecru","C08372229712000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","58","4968/022","WIND-JACKET","452712005","https://static.zara.net/assets/public/0d58/b5e9/730743a88fc8/212339dc0c1d/04968022712-p/04968022712-p.jpg?ts=1756319586003&w={width}","Wear","en_US","SOFT BOMBER JACKET WITH GOLDEN BUTTONS","6990","150","29.35","Ecru","C04968022712015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","8975/071","BLAZER","481254190","https://static.zara.net/assets/public/88fb/c5f9/79cd476e8037/348659bcfae6/08975071506-p/08975071506-p.jpg?ts=1762162362328&w={width}","Wear","en_US","VELVET JACKET - THE ITEM ZARA WOMAN","22900","1","137.40","Light khaki","C08975071506000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","6318/289","WIND-JACKET","466358873","https://static.zara.net/assets/public/2c9f/20f7/fe1f4240840c/580402ac5bf9/06318289800-p/06318289800-p.jpg?ts=1757575451602&w={width}","Wear","en_US","PLAID JACKET","7990","2","55.93","Black","C06318289800000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","4341/786","WIND-JACKET","471495743","https://static.zara.net/assets/public/1c01/e6d9/7dc248dc88d4/a2c3cafced53/04341786700-p/04341786700-p.jpg?ts=1760435008813&w={width}","Wear","en_US","FAUX SUEDE JACKET WITH REMOVABLE COLLAR","11900","3","71.40","Brown","C04341786700018-I2025","1","WOMAN","T.LONG-OUTWEAR","Product"
"in_stock","zara","zara","3","USD","40","4174/674","SWEATSHIRT","463523309","https://static.zara.net/assets/public/efc5/94d6/02ce4e46914d/14c96fa195bf/04174674712-p/04174674712-p.jpg?ts=1758725231825&w={width}","Wear","en_US","PLEATED FLEECE BOMBER JACKET","4990","4","29.94","Ecru","C04174674712015-I2025","1","WOMAN","C. BASIC SWEATSHIRT","Product"
"in_stock","zara","zara","2","USD","30","9386/323","WIND-JACKET","493559473","https://static.zara.net/assets/public/5162/9f0d/60b94fc883d4/802bb0187399/09386341736-p/09386341736-p.jpg?ts=1763125046355&w={width}","Wear","en_US","WOOL BLEND HIGH-NECK BOMBER JACKET","12900","5","90.30","Light mink","C09386323736015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","3057/240","BLAZER","488005942","https://static.zara.net/assets/public/7145/5296/affe45aaaaf5/881b65a4f827/03057240660-p/03057240660-p.jpg?ts=1761230036853&w={width}","Wear","en_US","FITTED BOUCLÉ WOOL JACKET ZW COLLECTION","14900","6","89.40","Wine","C03057240660000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","3","USD","40","4174/674","SWEATSHIRT","463523309","https://static.zara.net/assets/public/fb2d/d50f/80244a3ea2bd/156501d591de/04174674822-p/04174674822-p.jpg?ts=1757426480427&w={width}","Wear","en_US","PLEATED FLEECE BOMBER JACKET","4990","7","29.94","Charcoal","C04174674822000-I2025","1","WOMAN","C. BASIC SWEATSHIRT","Product"
"in_stock","zara","zara","3","USD","40","4174/674","SWEATSHIRT","463523309","https://static.zara.net/assets/public/cdaa/2e8e/4c6d45e3b66e/536615a55f59/04174674717-p/04174674717-p.jpg?ts=1757349428388&w={width}","Wear","en_US","PLEATED FLEECE BOMBER JACKET","4990","8","29.94","Chocolate","C04174674717000-I2025","1","WOMAN","C. BASIC SWEATSHIRT","Product"
"in_stock","zara","zara","1","USD","40","8307/244","WIND-JACKET","463774111","https://static.zara.net/assets/public/ab1b/386a/23cd4d0997a8/51ab1a36fe11/08307244400-p/08307244400-p.jpg?ts=1758038357395&w={width}","Wear","en_US","ZW COLLECTION DENIM BOMBER JACKET","9990","9","59.94","Blue","C08307244400015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","5107/291","WIND-JACKET","468095719","https://static.zara.net/assets/public/8f4f/1e7a/9151433293d4/ca17ccbf0b1e/05107291800-p/05107291800-p.jpg?ts=1761745232799&w={width}","Wear","en_US","ZW COLLECTION LIMITED EDITION EMBROIDERED CROPPED JACKET","16900","10","101.40","Black","C05107291800001-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","64","2814/404","BLAZER","453744763","https://static.zara.net/assets/public/5174/4cde/73a247eba7a0/23869bf191f4/07824695104-000-p/07824695104-000-p.jpg?ts=1752496131887&w={width}","Wear","en_US","PUFFED BOMBER JACKET ZW COLLECTION","12900","11","46.44","Ecru","C02814404712015-I2025","1","WOMAN","W.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","2753/325","BLAZER","477225272","https://static.zara.net/assets/public/7b5a/3c53/cc534c70a541/a3f9e11a544e/02753325081-p/02753325081-p.jpg?ts=1761752983495&w={width}","Wear","en_US","CROPPED ZIP-UP JACKET","8990","12","62.93","Sand / Marl","C02753325081015-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","9658/799","BLAZER","490155566","https://static.zara.net/assets/public/3793/95ec/97f046fc83f5/93fabf5fe5c6/09658799703-p/09658799703-p.jpg?ts=1762769015123&w={width}","Wear","en_US","SHINY JACQUARD BOMBER JACKET","8990","13","62.93","Ocher","C09658799703001-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","9499/157","WIND-JACKET","490209518","https://static.zara.net/assets/public/2064/8847/52cd4b10acf5/711024ac51a2/09499157099-p/09499157099-p.jpg?ts=1763556067492&w={width}","Wear","en_US","HOUNDSTOOTH BOMBER JACKET WITH SHOULDER PADS","9990","14","69.93","Black / Brown","C09499157099000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","4341/744","WIND-JACKET","459120419","https://static.zara.net/assets/public/9324/0d32/68344ba7a679/5713b5d574d8/04341744713-p/04341744713-p.jpg?ts=1758282790551&w={width}","Wear","en_US","100% SUEDE LEATHER JACKET","22900","15","137.40","Champagne","C04341744713017-I2025","1","WOMAN","T.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","8143/327","WIND-JACKET","457833462","https://static.zara.net/assets/public/481a/d990/7cb2411d83f0/eb610207ff02/08143327250-p/08143327250-p.jpg?ts=1752507152010&w={width}","Wear","en_US","100% LINEN BOMBER ZW COLLECTION","14900","16","89.40","White","C08143327250000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","3548/041","WIND-JACKET","492303779","https://static.zara.net/assets/public/adf1/895a/62ed44f1acf3/c5e4cf40cc7b/03548041700-p/03548041700-p.jpg?ts=1763469625697&w={width}","Wear","en_US","FAUX FUR COLLAR JACKET ZW COLLECTION","14900","17","89.40","Brown","C03548041700000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","9232/149","COAT","485527358","https://static.zara.net/assets/public/41ca/798e/2da94b29b38e/6a14f85b1036/01689224716-p/01689224716-p.jpg?ts=1761844768276&w={width}","Wear","en_US","PLAID WRAP JACKET","12900","18","90.30","Brown / Ecru","C09232149087015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","0869/100","COAT","477840146","https://static.zara.net/assets/public/04e4/52af/c0a440fc8928/f0d279d34075/09632261400-000-p/09632261400-000-p.jpg?ts=1761581457972&w={width}","Wear","en_US","COMBINATION KNIT JACKET 100% LEATHER","26900","19","188.30","taupe brown","C00869100704000-I2025","1","WOMAN","KNIT COAT","Product"
"in_stock","zara","zara","1","USD","30","8719/129","BLAZER","471888103","https://static.zara.net/assets/public/18c3/714e/60f243b4b3af/67c89f43e9cd/08719129711-p/08719129711-p.jpg?ts=1755699747548&w={width}","Wear","en_US","TOPSTITCH JACKET","8990","20","62.93","Sand","C08719129711000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","40","4341/766","WIND-JACKET","452730672","https://static.zara.net/assets/public/af06/6f09/86c94ac48c97/c48e0f613a4b/04341766524-p/04341766524-p.jpg?ts=1755683791652&w={width}","Wear","en_US","FAUX LEATHER POCKET JACKET","9990","21","59.94","Green marl","C04341766524000-I2025","1","WOMAN","T.LONG-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","9207/319","WIND-JACKET","485415632","https://static.zara.net/assets/public/fd04/cf85/0e724a628af6/39fbc01ae6fe/09207319800-p/09207319800-p.jpg?ts=1761143502318&w={width}","Wear","en_US","CONTRAST COLLAR WOOL BALLOON BOMBER JACKET","11900","22","83.30","Black","C09207319800000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","9629/566","BLAZER","489951744","https://static.zara.net/assets/public/85fc/f83f/b30845d5bb58/3a24c266e400/09629566500-p/09629566500-p.jpg?ts=1762522639266&w={width}","Wear","en_US","SATIN BOMBER JACKET","8990","23","62.93","Green","C09629566500000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","4174/754","WIND-JACKET","482392065","https://static.zara.net/assets/public/65d1/fe3f/cd1244cfadac/53560fb8f3b7/04174754401-p/04174754401-p.jpg?ts=1760607908459&w={width}","Wear","en_US","INTERLOCK HIGH-NECK BOMBER JACKET","6990","24","48.93","Navy blue","C04174754401000-I2025","1","WOMAN","C. COAT","Product"
"in_stock","zara","zara","1","USD","40","1966/241","WIND-JACKET","452737866","https://static.zara.net/assets/public/7248/8b8d/8ab54d739512/e678cb790c6b/01966241800-p/01966241800-p.jpg?ts=1754498539181&w={width}","Wear","en_US","100% SUEDE OVERSIZE JACKET ZW COLLECTION LIMITED EDITION","45900","25","275.40","Black","C01966241800016-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","3548/249","COAT","457195457","https://static.zara.net/assets/public/9972/3e8d/828e496bb6ef/8856b0299165/03548249733-p/03548249733-p.jpg?ts=1762856898311&w={width}","Wear","en_US","ZW COLLECTION FLEECE JACKET","16900","26","101.40","Cream","C03548249733000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","8362/404","BLAZER","465267032","https://static.zara.net/assets/public/cd03/7d0b/5cdc45bca18e/a695d521e0aa/08362404811-p/08362404811-p.jpg?ts=1755605192904&w={width}","Wear","en_US","ZW COLLECTION FLOWY BOMBER JACKET","14900","27","89.40","Light gray","C08362404811000-I2025","1","WOMAN","W.BLAZER","Product"
"in_stock","zara","zara","2","USD","40","3548/245","WIND-JACKET","456207059","https://static.zara.net/assets/public/c72d/eb45/03794a69b1af/a3a3720b8b24/03548245800-p/03548245800-p.jpg?ts=1762518554106&w={width}","Wear","en_US","ZW COLLECTION SHINY JACKET","12900","28","77.40","Black","C03548245800015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","9073/118","BLAZER","483036625","https://static.zara.net/assets/public/efed/7c1e/e95b40ac9d85/6971e64941bd/09073118704-p/09073118704-p.jpg?ts=1758885085388&w={width}","Wear","en_US","PUFF-SLEEVE FAUX SUEDE JACKET","10900","29","76.30","taupe brown","C09073118704000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","9198/651","BLAZER","485221608","https://static.zara.net/assets/public/6e97/46f6/c4714e60b24c/f7dc269457da/09198651712-p/09198651712-p.jpg?ts=1760624008912&w={width}","Wear","en_US","CONTRAST PIPING TEXTURED BOMBER JACKET","9990","30","69.93","Ecru","C09198651712000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","4387/286","BLAZER","471405523","https://static.zara.net/assets/public/7d81/bfc0/4cc143618223/62216efb7740/04387286401-p/04387286401-p.jpg?ts=1761906363228&w={width}","Wear","en_US","CROPPED BALLOON BOMBER JACKET","5990","31","41.93","Navy blue","C04387286401015-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","64","3548/242","WIND-JACKET","454901916","https://static.zara.net/assets/public/b3c5/cc7b/d672424a8af1/b582b4aae2c6/09246086049-000-p/09246086049-000-p.jpg?ts=1760093184590&w={width}","Wear","en_US","ZW COLLECTION FAUX SHEARLING DOUBLE-FACED JACKET","14900","32","53.64","Dark brown","C03548242716016-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","3","USD","30","3046/265","WIND-JACKET","457760834","https://static.zara.net/assets/public/64de/3d84/f71a4851be33/91f14400fd6b/03046267802-p/03046267802-p.jpg?ts=1757084874673&w={width}","Wear","en_US","SOFT ZIPPER JACKET","5990","33","41.93","Gray","C03046265802015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","30","9386/323","WIND-JACKET","493559473","https://static.zara.net/assets/public/55eb/c0ea/b69b49568aaa/89770504bcdc/09386323700-p/09386323700-p.jpg?ts=1762960928126&w={width}","Wear","en_US","WOOL BLEND BOMBER JACKET WITH HIGH NECK","12900","34","90.30","Brown","C09386323700000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","3548/247","WIND-JACKET","456842582","https://static.zara.net/assets/public/76b5/3d21/c63f4982a5bc/53ea3c3e2060/03548247800-p/03548247800-p.jpg?ts=1761302918580&w={width}","Wear","en_US","FAUX FUR COLLAR JACKET ZW COLLECTION","14900","35","89.40","Black","C03548247800016-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","1966/244","WIND-JACKET","452692985","https://static.zara.net/assets/public/9a83/b5b6/928042a1bbec/82741427f381/01966244700-p/01966244700-p.jpg?ts=1753803638729&w={width}","Wear","en_US","ZW COLLECTION LIMITED EDITION 100% SUEDE OVERSIZED JACKET","45900","36","275.40","Brown","C01966244700015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","4341/734","WIND-JACKET","462010788","https://static.zara.net/assets/public/7c5a/966c/904c467b926d/5e8f6b154ded/04341734774-p/04341734774-p.jpg?ts=1760628690294&w={width}","Wear","en_US","100% SUEDE OVERSIZED JACKET","26900","37","161.40","Rust","C04341734774015-I2025","1","WOMAN","T.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","3","USD","30","3046/265","WIND-JACKET","457760834","https://static.zara.net/assets/public/40d6/4134/932f4250ba5c/e1c844d92929/03046267712-p/03046267712-p.jpg?ts=1757427464479&w={width}","Wear","en_US","SOFT ZIPPER JACKET","5990","38","41.93","Ecru","C03046265712015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","58","3046/280","WIND-JACKET","461073158","https://static.zara.net/assets/public/94ba/e1c8/333147fca2d4/b1f65df83bca/03046280704-p/03046280704-p.jpg?ts=1757077685142&w={width}","Wear","en_US","FAUX SUEDE BELTED PEPLUM JACKET","6990","39","29.35","taupe brown","C03046280704015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","8695/750","WIND-JACKET","472183423","https://static.zara.net/assets/public/d504/6454/b505423c9184/e3ddf564b522/08695750800-p/08695750800-p.jpg?ts=1762250479428&w={width}","Wear","en_US","CONTRASTING HERRINGBONE LIMITED EDITION BOMBER JACKET","33900","40","203.40","Black","C08695750800016-I2025","1","WOMAN","ST. P-EXT-CORTA","Product"
"in_stock","zara","zara","2","USD","30","8372/229","WIND-JACKET","452724969","https://static.zara.net/assets/public/8ff2/30ec/579b40e080d1/7b8e4c45c04e/08372229401-p/08372229401-p.jpg?ts=1756471571126&w={width}","Wear","en_US","EMBROIDERED FAUX SUEDE BOMBER JACKET","8990","41","62.93","Navy blue","C08372229401000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","0155/248","WIND-JACKET","472973181","https://static.zara.net/assets/public/704d/1a0f/974c484993d7/21f4c36fdd58/00155248751-p/00155248751-p.jpg?ts=1758723799771&w={width}","Wear","en_US","ZW COLLECTION FAUX FUR COLLAR BOMBER JACKET","12900","42","77.40","Dark camel","C00155248751015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","30","6318/240","WIND-JACKET","459158566","https://static.zara.net/assets/public/2725/5716/fcf94e17a40e/d3c728a3ae90/06318240700-p/06318240700-p.jpg?ts=1755872188807&w={width}","Wear","en_US","FAUX SUEDE HOODED BOMBER JACKET","7990","43","55.93","Brown","C06318240700000-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","1255/718","WIND-JACKET","480632534","https://static.zara.net/assets/public/34d7/bbc1/bf8540d4827a/a9f20336bdda/01255718800-p/01255718800-p.jpg?ts=1762863807210&w={width}","Wear","en_US","WOOL POCKET JACKET","9990","44","59.94","Black","C01255718800000-I2025","1","WOMAN","T.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","5761/240","WIND-JACKET","452738838","https://static.zara.net/assets/public/2ffc/d95a/f2414ecb93eb/c7c88ec361d9/05761240756-001-p/05761240756-001-p.jpg?ts=1755674225535&w={width}","Wear","en_US","100% LEATHER BOMBER JACKET ZW COLLECTION LIMITED EDITION","52900","45","317.40","Mid-camel","C05761240756001-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","2","USD","30","9195/595","BLAZER","484881847","https://static.zara.net/assets/public/ade5/a280/ed864295a9e6/8f1faca238e6/09195595505-p/09195595505-p.jpg?ts=1760432450293&w={width}","Wear","en_US","LARGE POCKET BOMBER JACKET","8990","46","62.93","Khaki","C09195595505000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","30","9284/527","BLAZER","486252569","https://static.zara.net/assets/public/b3fe/ebca/bf854e70aba8/41d941763f16/09284527802-p/09284527802-p.jpg?ts=1761143534788&w={width}","Wear","en_US","CROPPED PINSTRIPE BALLOON BOMBER JACKET","8990","47","62.93","Gray","C09284527802000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","40","0155/246","WIND-JACKET","456206579","https://static.zara.net/assets/public/c580/99f2/6d1a4266965f/8249ebb1d92f/00155246800-p/00155246800-p.jpg?ts=1759924926518&w={width}","Wear","en_US","ZW COLLECTION SHINY JACKET","14900","48","89.40","Black","C00155246800015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","58","4387/487","BLAZER","461991165","https://static.zara.net/assets/public/1b9a/8dd8/40ab418f841e/38deb9dd167f/04387487401-a1/04387487401-a1.jpg?ts=1757507637950&w={width}","Wear","en_US","BELTED PATCH POCKET JACKET","8990","49","37.75","Navy blue","C04387487401000-I2025","1","WOMAN","B.BLAZER","Product"
"in_stock","zara","zara","1","USD","40","5252/275","WIND-JACKET","455924431","https://static.zara.net/assets/public/323d/6d70/333441b8ad44/9aa2a600f43c/05252214400-p/05252214400-p.jpg?ts=1766072422857&w={width}","Wear","en_US","TRF DENIM JACKET WITH TABS","6990","50","41.94","Navy blue","C05252275401018-I2025","1","WOMAN","T.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","2893/149","COAT","455127820","https://static.zara.net/assets/public/cfea/f3f9/4b96490baa9f/43ab8b1c7657/02893149745-p/02893149745-p.jpg?ts=1757601344153&w={width}","Wear","en_US","100% WOOL FAUX FUR LAPEL JACKET","14900","51","104.30","Toffee","C02893149745000-I2025","1","WOMAN","KNIT COAT","Product"
"in_stock","zara","zara","2","USD","30","6318/256","WIND-JACKET","462153886","https://static.zara.net/assets/public/a56c/dc11/ddc44b719295/77c92552e310/06318256717-p/06318256717-p.jpg?ts=1756461284743&w={width}","Wear","en_US","FAUX SUEDE BOMBER JACKET","9990","52","69.93","Chocolate","C06318256717015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","4369/253","WIND-JACKET","458054339","https://static.zara.net/assets/public/0193/f9b9/9719404b9e5c/1a10e80c99b1/04369253717-p/04369253717-p.jpg?ts=1758723800707&w={width}","Wear","en_US","ZW COLLECTION RIBBED JACKET","12900","53","77.40","Chocolate","C04369253717015-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","30","8779/158","CARDIGAN","454388310","https://static.zara.net/assets/public/f235/0d7a/579a47aa8057/f3b4a89f1196/08779158803-p/08779158803-p.jpg?ts=1759329550445&w={width}","Wear","en_US","SOFT BELTED JACKET","7990","54","55.93","Gray marl","C08779158803000-I2025","1","WOMAN","C. COAT","Product"
"in_stock","zara","zara","1","USD","30","4968/224","WIND-JACKET","459136814","https://static.zara.net/assets/public/dd9e/59d7/7be040729eea/caa96ef21215/04968224712-p/04968224712-p.jpg?ts=1756317501339&w={width}","Wear","en_US","CROPPED FAUX SUEDE JACKET","5990","55","41.93","Ecru","C04968224712015-I2025","1","WOMAN","B.SHORT-OUTWEAR","Product"
"in_stock","zara","zara","1","USD","40","5216/260","WIND-JACKET","472100661","https://static.zara.net/assets/public/7877/8fe0/b4914b09bd95/e7f69f613f51/05216260407-p/05216260407-p.jpg?ts=1755774808387&w={width}","Wear","en_US","ZW COLLECTION DENIM PUFFER BOMBER JACKET","11900","56","71.40","Blue","C05216260407000-I2025","1","WOMAN","W.SHORT-OUTWEAR","Product"
